DATE,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
1/23/2014,45,",,7",11,",,7"
1/24/2014,41,",,7",6,",,7"
1/25/2014,42,",,7",8,",,7"
1/26/2014,43,",,7",9,",,7"
1/27/2014,44,",,7",11,",,7"
1/28/2014,41,",,7",4,",,7"
1/29/2014,32,",,7",5,",,7"
1/30/2014,34,",,7",28,",,7"
1/31/2014,40,",,7",10,",,7"
2/1/2014,35,",,7",15,",,7"
2/2/2014,33,",,7",17,",,7"
2/3/2014,32,",,7",20,",,7"
2/4/2014,32,",,7",-2,",,7"
2/5/2014,25,",,7",-2,",,7"
2/6/2014,21,",,7",-12,",,7"
2/7/2014,20,",,7",-6,",,7"
2/8/2014,31,",,7",18,",,7"
2/9/2014,33,",,7",24,",,7"
2/10/2014,37,",,7",20,",,7"
2/11/2014,44,",,7",19,",,7"
2/12/2014,40,",,7",28,",,7"
2/13/2014,37,",,7",32,",,7"
2/14/2014,43,",,7",26,",,7"
2/15/2014,35,",,7",29,",,7"
2/16/2014,39,",,7",31,",,7"
2/17/2014,38,",,7",24,",,7"
2/18/2014,45,",,7",25,",,7"
2/19/2014,38,",,7",17,",,7"
2/20/2014,33,",,7",19,",,7"
2/21/2014,32,",,7",25,",,7"
2/22/2014,38,",,7",25,",,7"
2/23/2014,33,",,7",26,",,7"
2/24/2014,40,",,7",27,",,7"
2/25/2014,50,",,7",28,",,7"
2/26/2014,50,",,7",19,",,7"
2/27/2014,53,",,7",21,",,7"
2/28/2014,42,",,7",32,",,7"
3/1/2014,47,",,7",32,",,7"
3/2/2014,35,",,7",27,",,7"
3/3/2014,44,",,7",33,",,7"
3/4/2014,40,",,7",30,",,7"
3/5/2014,45,",,7",30,",,7"
3/6/2014,48,",,7",35,",,7"
3/7/2014,47,",,7",31,",,7"
3/8/2014,45,",,7",20,",,7"
3/9/2014,51,",,7",24,",,7"
3/10/2014,41,",,7",32,",,7"
3/11/2014,37,",,7",24,",,7"
3/12/2014,45,",,7",15,",,7"
3/13/2014,52,",,7",17,",,7"
3/14/2014,54,",,7",23,",,7"
3/15/2014,42,",,7",21,",,7"
3/16/2014,51,",,7",25,",,7"
3/17/2014,57,",,7",32,",,7"
3/18/2014,39,",,7",20,",,7"
3/19/2014,42,",,7",18,",,7"
3/20/2014,48,",,7",25,",,7"
3/21/2014,43,",,7",12,",,7"
3/22/2014,42,",,7",13,",,7"
3/23/2014,49,",,7",17,",,7"
3/24/2014,51,",,7",20,",,7"
3/25/2014,59,",,7",25,",,7"
3/26/2014,63,",,7",32,",,7"
3/27/2014,48,",,7",31,",,7"
3/28/2014,42,",,7",27,",,7"
3/29/2014,44,",,7",35,",,7"
3/30/2014,42,",,7",30,",,7"
3/31/2014,46,",,7",20,",,7"
4/1/2014,,,,
4/2/2014,,,,
4/3/2014,,,,
4/4/2014,,,,
4/5/2014,,,,
4/6/2014,,,,
4/7/2014,,,,
4/8/2014,,,,
4/9/2014,,,,
4/10/2014,,,,
4/11/2014,,,,
4/12/2014,,,,
4/13/2014,,,,
4/14/2014,,,,
4/15/2014,,,,
4/16/2014,,,,
4/17/2014,,,,
4/18/2014,,,,
4/19/2014,,,,
4/20/2014,,,,
4/21/2014,,,,
4/22/2014,,,,
4/23/2014,,,,
4/24/2014,,,,
4/25/2014,,,,
4/26/2014,,,,
4/27/2014,,,,
4/28/2014,,,,
4/29/2014,,,,
4/30/2014,,,,
5/1/2014,,,,
5/2/2014,,,,
5/3/2014,,,,
5/4/2014,,,,
5/5/2014,,,,
5/6/2014,,,,
5/7/2014,,,,
5/8/2014,,,,
5/9/2014,,,,
5/10/2014,,,,
5/11/2014,,,,
5/12/2014,,,,
5/13/2014,,,,
5/14/2014,,,,
5/15/2014,,,,
5/16/2014,,,,
5/17/2014,,,,
5/18/2014,,,,
5/19/2014,,,,
5/20/2014,,,,
5/21/2014,,,,
5/22/2014,,,,
5/23/2014,,,,
5/24/2014,,,,
5/25/2014,,,,
5/26/2014,,,,
5/27/2014,,,,
5/28/2014,,,,
5/29/2014,,,,
5/30/2014,,,,
5/31/2014,,,,
6/1/2014,,,,
6/2/2014,,,,
6/3/2014,,,,
6/4/2014,,,,
6/5/2014,,,,
6/6/2014,,,,
6/7/2014,,,,
6/8/2014,,,,
6/9/2014,,,,
6/10/2014,,,,
6/11/2014,,,,
6/12/2014,,,,
6/13/2014,,,,
6/14/2014,,,,
6/15/2014,,,,
6/16/2014,,,,
6/17/2014,,,,
6/18/2014,,,,
6/19/2014,,,,
6/20/2014,,,,
6/21/2014,,,,
6/22/2014,,,,
6/23/2014,,,,
6/24/2014,,,,
6/25/2014,,,,
6/26/2014,,,,
6/27/2014,,,,
6/28/2014,,,,
6/29/2014,,,,
6/30/2014,,,,
7/1/2014,80,",,7",39,",,7"
7/2/2014,89,",,7",45,",,7"
7/3/2014,95,",,7",49,",,7"
7/4/2014,93,",,7",49,",,7"
7/5/2014,95,",,7",50,",,7"
7/6/2014,91,",,7",47,",,7"
7/7/2014,96,",,7",49,",,7"
7/8/2014,94,",,7",48,",,7"
7/9/2014,96,",,7",51,",,7"
7/10/2014,81,",,7",46,",,7"
7/11/2014,92,",,7",47,",,7"
7/12/2014,95,",,7",35,",,7"
7/13/2014,95,",,7",50,",,7"
7/14/2014,95,",,7",47,",,7"
7/15/2014,98,",,7",43,",,7"
7/16/2014,89,",,7",51,",,7"
7/17/2014,90,",,7",36,",,7"
7/18/2014,92,",,7",40,",,7"
7/19/2014,91,",,7",42,",,7"
7/20/2014,89,",,7",34,",,7"
7/21/2014,90,",,7",43,",,7"
7/22/2014,80,",,7",44,",,7"
7/23/2014,87,",,7",36,",,7"
7/24/2014,91,",,7",43,",,7"
7/25/2014,77,",,7",37,",,7"
7/26/2014,83,",,7",40,",,7"
7/27/2014,89,",,7",38,",,7"
7/28/2014,95,",,7",48,",,7"
7/29/2014,96,",,7",56,",,7"
7/30/2014,91,",,7",52,",,7"
7/31/2014,93,",,7",43,",,7"
8/1/2014,92,",,7",42,",,7"
8/2/2014,91,",,7",53,",,7"
8/3/2014,91,",,7",57,",,7"
8/4/2014,91,",,7",55,",,7"
8/5/2014,90,",,7",39,",,7"
8/6/2014,86,",,7",42,",,7"
8/7/2014,89,",,7",36,",,7"
8/8/2014,89,",,7",33,",,7"
8/9/2014,88,",,7",36,",,7"
8/10/2014,90,",,7",35,",,7"
8/11/2014,92,",,7",45,",,7"
8/12/2014,93,",,7",44,",,7"
8/13/2014,83,",,7",34,",,7"
8/14/2014,74,",,7",33,",,7"
8/15/2014,75,",,7",29,",,7"
8/16/2014,76,",,7",31,",,7"
8/17/2014,82,",,7",38,",,7"
8/18/2014,86,",,7",35,",,7"
8/19/2014,90,",,7",32,",,7"
8/20/2014,86,",,7",32,",,7"
8/21/2014,77,",,7",40,",,7"
8/22/2014,78,",,7",39,",,7"
8/23/2014,66,",,7",40,",,7"
8/24/2014,64,",,7",40,",,7"
8/25/2014,71,",,7",38,",,7"
8/26/2014,73,",,7",40,",,7"
8/27/2014,81,",,7",41,",,7"
8/28/2014,85,",,7",44,",,7"
8/29/2014,87,",,7",34,",,7"
8/30/2014,87,",,7",34,",,7"
8/31/2014,75,",,7",36,",,7"
9/1/2014,69,",,7",31,",,7"
9/2/2014,75,",,7",35,",,7"
9/3/2014,81,",,7",39,",,7"
9/4/2014,69,",,7",30,",,7"
9/5/2014,73,",,7",31,",,7"
9/6/2014,79,",,7",33,",,7"
9/7/2014,84,",,7",36,",,7"
9/8/2014,88,",,7",37,",,7"
9/9/2014,85,",,7",37,",,7"
9/10/2014,77,",,7",34,",,7"
9/11/2014,72,",,7",28,",,7"
9/12/2014,66,",,7",25,",,7"
9/13/2014,76,",,7",29,",,7"
9/14/2014,81,",,7",33,",,7"
9/15/2014,84,",,7",35,",,7"
9/16/2014,86,",,7",39,",,7"
9/17/2014,84,",,7",44,",,7"
9/18/2014,86,",,7",42,",,7"
9/19/2014,80,",,7",35,",,7"
9/20/2014,81,",,7",39,",,7"
9/21/2014,87,",,7",41,",,7"
9/22/2014,83,",,7",43,",,7"
9/23/2014,80,",,7",44,",,7"
9/24/2014,78,",,7",36,",,7"
9/25/2014,88,",,7",39,",,7"
9/26/2014,85,",,7",35,",,7"
9/27/2014,70,",,7",44,",,7"
9/28/2014,55,",,7",30,",,7"
9/29/2014,60,",,7",36,",,7"
9/30/2014,59,",,7",42,",,7"
10/1/2014,55,",,7",24,",,7"
10/2/2014,60,",,7",25,",,7"
10/3/2014,65,",,7",27,",,7"
10/4/2014,71,",,7",29,",,7"
10/5/2014,75,",,7",31,",,7"
10/6/2014,78,",,7",35,",,7"
10/7/2014,78,",,7",35,",,7"
10/8/2014,78,",,7",33,",,7"
10/9/2014,79,",,7",34,",,7"
10/10/2014,75,",,7",32,",,7"
10/11/2014,73,",,7",33,",,7"
10/12/2014,64,",,7",34,",,7"
10/13/2014,58,",,7",29,",,7"
10/14/2014,70,",,7",31,",,7"
10/15/2014,72,",,7",42,",,7"
10/16/2014,56,",,7",30,",,7"
10/17/2014,53,",,7",26,",,7"
10/18/2014,68,",,7",30,",,7"
10/19/2014,70,",,7",29,",,7"
10/20/2014,76,",,7",30,",,7"
10/21/2014,78,",,7",33,",,7"
10/22/2014,44,",,7",31,",,7"
10/23/2014,55,",,7",31,",,7"
10/24/2014,48,",,7",42,",,7"
10/25/2014,49,",,7",31,",,7"
10/26/2014,67,",,7",34,",,7"
10/27/2014,46,",,7",31,",,7"
10/28/2014,41,",,7",26,",,7"
10/29/2014,54,",,7",26,",,7"
10/30/2014,56,",,7",33,",,7"
10/31/2014,62,",,7",31,",,7"
11/1/2014,66,",,7",27,",,7"
11/2/2014,40,",,7",29,",,7"
11/3/2014,44,",,7",27,",,7"
11/4/2014,45,",,7",29,",,7"
11/5/2014,45,",,7",35,",,7"
11/6/2014,54,",,7",32,",,7"
11/7/2014,66,",,7",36,",,7"
11/8/2014,58,",,7",25,",,7"
11/9/2014,59,",,7",27,",,7"
11/10/2014,53,",,7",28,",,7"
11/11/2014,38,",,7",17,",,7"
11/12/2014,30,",,7",4,",,7"
11/13/2014,27,",,7",4,",,7"
11/14/2014,23,",,7",12,",,7"
11/15/2014,27,",,7",10,",,7"
11/16/2014,28,",,7",-4,",,7"
11/17/2014,30,",,7",-2,",,7"
11/18/2014,37,",,7",4,",,7"
11/19/2014,42,",,7",10,",,7"
11/20/2014,44,",,7",15,",,7"
11/21/2014,40,",,7",28,",,7"
11/22/2014,42,",,7",30,",,7"
11/23/2014,42,",,7",25,",,7"
11/24/2014,37,",,7",17,",,7"
11/25/2014,36,",,7",16,",,7"
11/26/2014,34,",,7",32,",,7"
11/27/2014,42,",,7",31,",,7"
11/28/2014,41,",,7",34,",,7"
11/29/2014,41,",,7",32,",,7"
11/30/2014,36,",,7",6,",,7"
12/1/2014,27,",,7",3,",,7"
12/2/2014,27,",,7",13,",,7"
12/3/2014,38,",,7",13,",,7"
12/4/2014,37,",,7",27,",,7"
12/5/2014,41,",,7",33,",,7"
12/6/2014,44,",,7",29,",,7"
12/7/2014,42,",,7",24,",,7"
12/8/2014,40,",,7",25,",,7"
12/9/2014,39,",,7",29,",,7"
12/10/2014,42,",,7",30,",,7"
12/11/2014,47,",,7",32,",,7"
12/12/2014,53,",,7",32,",,7"
12/13/2014,51,",,7",32,",,7"
12/14/2014,35,",,7",26,",,7"
12/15/2014,38,",,7",15,",,7"
12/16/2014,37,",,7",15,",,7"
12/17/2014,33,",,7",27,",,7"
12/18/2014,40,",,7",29,",,7"
12/19/2014,37,",,7",31,",,7"
12/20/2014,38,",,7",29,",,7"
12/21/2014,36,",,7",31,",,7"
12/22/2014,36,",,7",30,",,7"
12/23/2014,39,",,7",10,",,7"
12/24/2014,33,",,7",13,",,7"
12/25/2014,34,",,7",23,",,7"
12/26/2014,32,",,7",18,",,7"
12/27/2014,28,",,7",10,",,7"
12/28/2014,26,",,7",13,",,7"
12/29/2014,30,",,7",15,",,7"
12/30/2014,27,",,7",-7,",,7"
12/31/2014,15,",,7",-6,",,7"
1/1/2015,20,",,7",-1,",,7"
1/2/2015,23,",,7",-1,",,7"
1/3/2015,25,",,7",14,",,7"
1/4/2015,37,",,7",21,",,7"
1/5/2015,32,",,7",25,",,7"
1/6/2015,36,",,7",30,",,7"
1/7/2015,45,",,7",24,",,7"
1/8/2015,46,",,7",19,",,7"
1/9/2015,40,",,7",14,",,7"
1/10/2015,35,",,7",16,",,7"
1/11/2015,39,",,7",17,",,7"
1/12/2015,37,",,7",29,",,7"
1/13/2015,36,",,7",12,",,7"
1/14/2015,38,",,7",5,",,7"
1/15/2015,36,",,7",6,",,7"
1/16/2015,42,",,7",12,",,7"
1/17/2015,36,",,7",13,",,7"
1/18/2015,35,",,7",17,",,7"
1/19/2015,44,",,7",21,",,7"
1/20/2015,37,",,7",10,",,7"
1/21/2015,36,",,7",1,",,7"
1/22/2015,34,",,7",2,",,7"
1/23/2015,40,",,7",10,",,7"
1/24/2015,47,",,7",23,",,7"
1/25/2015,42,",,7",29,",,7"
1/26/2015,47,",,7",22,",,7"
1/27/2015,57,",,7",23,",,7"
1/28/2015,46,",,7",26,",,7"
1/29/2015,50,",,7",16,",,7"
1/30/2015,42,",,7",12,",,7"
1/31/2015,42,",,7",10,",,7"
2/1/2015,44,",,7",11,",,7"
2/2/2015,37,",,7",24,",,7"
2/3/2015,36,",,7",28,",,7"
2/4/2015,36,",,7",31,",,7"
2/5/2015,39,",,7",29,",,7"
2/6/2015,54,",,7",32,",,7"
2/7/2015,55,",,7",34,",,7"
2/8/2015,44,",,7",33,",,7"
2/9/2015,53,",,7",35,",,7"
2/10/2015,41,",,7",32,",,7"
2/11/2015,47,",,7",28,",,7"
2/12/2015,52,",,7",27,",,7"
2/13/2015,57,",,7",23,",,7"
2/14/2015,55,",,7",24,",,7"
2/15/2015,60,",,7",25,",,7"
2/16/2015,48,",,7",17,",,7"
2/17/2015,46,",,7",16,",,7"
2/18/2015,50,",,7",17,",,7"
2/19/2015,55,",,7",20,",,7"
2/20/2015,54,",,7",23,",,7"
2/21/2015,45,",,7",24,",,7"
2/22/2015,39,",,7",9,",,7"
2/23/2015,35,",,7",4,",,7"
2/24/2015,43,",,7",6,",,7"
2/25/2015,55,",,7",17,",,7"
2/26/2015,48,",,7",23,",,7"
2/27/2015,41,",,7",26,",,7"
2/28/2015,42,",,7",24,",,7"
3/1/2015,42,",,7",11,",,7"
3/2/2015,45,",,7",13,",,7"
3/3/2015,44,",,7",16,",,7"
3/4/2015,38,",,7",8,",,7"
3/5/2015,44,",,7",9,",,7"
3/6/2015,55,",,7",18,",,7"
3/7/2015,61,",,7",21,",,7"
3/8/2015,59,",,7",20,",,7"
3/9/2015,58,",,7",21,",,7"
3/10/2015,63,",,7",23,",,7"
3/11/2015,67,",,7",28,",,7"
3/12/2015,53,",,7",32,",,7"
3/13/2015,61,",,7",24,",,7"
3/14/2015,68,",,7",32,",,7"
3/15/2015,59,",,7",40,",,7"
3/16/2015,56,",,7",35,",,7"
3/17/2015,55,",,7",36,",,7"
3/18/2015,49,",,7",30,",,7"
3/19/2015,52,",,7",24,",,7"
3/20/2015,63,",,7",26,",,7"
3/21/2015,65,",,7",35,",,7"
3/22/2015,57,",,7",24,",,7"
3/23/2015,60,",,7",36,",,7"
3/24/2015,47,",,7",28,",,7"
3/25/2015,43,",,7",26,",,7"
3/26/2015,46,",,7",31,",,7"
3/27/2015,66,",,7",29,",,7"
3/28/2015,73,",,7",37,",,7"
3/29/2015,55,",,7",27,",,7"
3/30/2015,64,",,7",27,",,7"
3/31/2015,69,",,7",35,",,7"
4/1/2015,63,",,7",30,",,7"
4/2/2015,40,",,7",21,",,7"
4/3/2015,44,",,7",17,",,7"
4/4/2015,49,",,7",26,",,7"
4/5/2015,47,",,7",29,",,7"
4/6/2015,47,",,7",29,",,7"
4/7/2015,43,",,7",19,",,7"
4/8/2015,56,",,7",28,",,7"
4/9/2015,55,",,7",32,",,7"
4/10/2015,50,",,7",25,",,7"
4/11/2015,60,",,7",35,",,7"
4/12/2015,46,",,7",26,",,7"
4/13/2015,50,",,7",26,",,7"
4/14/2015,65,",,7",37,",,7"
4/15/2015,43,",,7",27,",,7"
4/16/2015,47,",,7",20,",,7"
4/17/2015,64,",,7",25,",,7"
4/18/2015,71,",,7",28,",,7"
4/19/2015,65,",,7",27,",,7"
4/20/2015,64,",,7",27,",,7"
4/21/2015,70,",,7",29,",,7"
4/22/2015,74,",,7",31,",,7"
4/23/2015,67,",,7",30,",,7"
4/24/2015,65,",,7",37,",,7"
4/25/2015,45,",,7",30,",,7"
4/26/2015,50,",,7",32,",,7"
4/27/2015,45,",,7",23,",,7"
4/28/2015,66,",,7",28,",,7"
4/29/2015,76,",,7",34,",,7"
4/30/2015,71,",,7",36,",,7"
5/1/2015,67,",,7",28,",,7"
5/2/2015,71,",,7",37,",,7"
5/3/2015,71,",,7",31,",,7"
5/4/2015,72,",,7",31,",,7"
5/5/2015,76,",,7",39,",,7"
5/6/2015,70,",,7",27,",,7"
5/7/2015,57,",,7",37,",,7"
5/8/2015,56,",,7",31,",,7"
5/9/2015,66,",,7",28,",,7"
5/10/2015,67,",,7",28,",,7"
5/11/2015,70,",,7",33,",,7"
5/12/2015,63,",,7",37,",,7"
5/13/2015,63,",,7",38,",,7"
5/14/2015,59,",,7",36,",,7"
5/15/2015,63,",,7",43,",,7"
5/16/2015,57,",,7",44,",,7"
5/17/2015,57,",,7",38,",,7"
5/18/2015,63,",,7",43,",,7"
5/19/2015,67,",,7",41,",,7"
5/20/2015,68,",,7",36,",,7"
5/21/2015,67,",,7",47,",,7"
5/22/2015,65,",,7",41,",,7"
5/23/2015,70,",,7",41,",,7"
5/24/2015,72,",,7",38,",,7"
5/25/2015,71,",,7",38,",,7"
5/26/2015,71,",,7",37,",,7"
5/27/2015,73,",,7",40,",,7"
5/28/2015,56,",,7",36,",,7"
5/29/2015,72,",,7",38,",,7"
5/30/2015,78,",,7",47,",,7"
5/31/2015,74,",,7",48,",,7"
6/1/2015,83,",,7",45,",,7"
6/2/2015,72,",,7",46,",,7"
6/3/2015,61,",,7",40,",,7"
6/4/2015,68,",,7",40,",,7"
6/5/2015,74,",,7",42,",,7"
6/6/2015,79,",,7",42,",,7"
6/7/2015,82,",,7",44,",,7"
6/8/2015,86,",,7",47,",,7"
6/9/2015,91,",,7",50,",,7"
6/10/2015,92,",,7",48,",,7"
6/11/2015,84,",,7",45,",,7"
6/12/2015,85,",,7",44,",,7"
6/13/2015,82,",,7",35,",,7"
6/14/2015,77,",,7",36,",,7"
6/15/2015,79,",,7",36,",,7"
6/16/2015,86,",,7",44,",,7"
6/17/2015,83,",,7",44,",,7"
6/18/2015,87,",,7",43,",,7"
6/19/2015,88,",,7",45,",,7"
6/20/2015,82,",,7",43,",,7"
6/21/2015,81,",,7",45,",,7"
6/22/2015,82,",,7",41,",,7"
6/23/2015,82,",,7",41,",,7"
6/24/2015,88,",,7",48,",,7"
6/25/2015,88,",,7",43,",,7"
6/26/2015,90,",,7",45,",,7"
6/27/2015,99,",,7",52,",,7"
6/28/2015,101,",,7",54,",,7"
6/29/2015,104,",,7",51,",,7"
6/30/2015,102,",,7",47,",,7"
7/1/2015,96,",,7",42,",,7"
7/2/2015,97,",,7",45,",,7"
7/3/2015,98,",,7",43,",,7"
7/4/2015,95,",,7",41,",,7"
7/5/2015,97,",,7",45,",,7"
7/6/2015,89,",,7",33,",,7"
7/7/2015,89,",,7",37,",,7"
7/8/2015,87,",,7",38,",,7"
7/9/2015,85,",,7",35,",,7"
7/10/2015,76,",,7",37,",,7"
7/11/2015,76,",,7",35,",,7"
7/12/2015,73,",,7",39,",,7"
7/13/2015,81,",,7",40,",,7"
7/14/2015,72,",,7",42,",,7"
7/15/2015,80,",,7",47,",,7"
7/16/2015,80,",,7",37,",,7"
7/17/2015,78,",,7",36,",,7"
7/18/2015,77,",,7",28,",,7"
7/19/2015,78,",,7",32,",,7"
7/20/2015,85,",,7",45,",,7"
7/21/2015,91,",,7",44,",,7"
7/22/2015,88,",,7",50,",,7"
7/23/2015,82,",,7",38,",,7"
7/24/2015,81,",,7",33,",,7"
7/25/2015,83,",,7",33,",,7"
7/26/2015,83,",,7",35,",,7"
7/27/2015,79,",,7",40,",,7"
7/28/2015,58,",,7",26,",,7"
7/29/2015,74,",,7",38,",,7"
7/30/2015,83,",,7",41,",,7"
7/31/2015,91,",,7",44,",,7"
8/1/2015,94,",,7",37,",,7"
8/2/2015,96,",,7",36,",,7"
8/3/2015,98,",,7",43,",,7"
8/4/2015,85,",,7",37,",,7"
8/5/2015,87,",,7",39,",,7"
8/6/2015,74,",,7",41,",,7"
8/7/2015,81,",,7",38,",,7"
8/8/2015,84,",,7",43,",,7"
8/9/2015,80,",,7",42,",,7"
8/10/2015,86,",,7",34,",,7"
8/11/2015,88,",,7",30,",,7"
8/12/2015,94,",,7",46,",,7"
8/13/2015,96,",,7",43,",,7"
8/14/2015,88,",,7",40,",,7"
8/15/2015,94,",,7",33,",,7"
8/16/2015,82,",,7",30,",,7"
8/17/2015,82,",,7",34,",,7"
8/18/2015,80,",,7",25,",,7"
8/19/2015,82,",,7",22,",,7"
8/20/2015,83,",,7",41,",,7"
8/21/2015,86,",,7",42,",,7"
8/22/2015,82,",,7",39,",,7"
8/23/2015,79,",,7",36,",,7"
8/24/2015,88,",,7",40,",,7"
8/25/2015,90,",,7",43,",,7"
8/26/2015,95,",,7",44,",,7"
8/27/2015,96,",,7",45,",,7"
8/28/2015,90,",,7",45,",,7"
8/29/2015,91,",,7",49,",,7"
8/30/2015,87,",,7",50,",,7"
8/31/2015,70,",,7",38,",,7"
9/1/2015,79,",,7",38,",,7"
9/2/2015,83,",,7",38,",,7"
9/3/2015,79,",,7",46,",,7"
9/4/2015,55,",,7",37,",,7"
9/5/2015,69,",,7",39,",,7"
9/6/2015,50,",,7",32,",,7"
9/7/2015,65,",,7",28,",,7"
9/8/2015,71,",,7",30,",,7"
9/9/2015,78,",,7",36,",,7"
9/10/2015,84,",,7",38,",,7"
9/11/2015,88,",,7",37,",,7"
9/12/2015,90,",,7",39,",,7"
9/13/2015,91,",,7",43,",,7"
9/14/2015,86,",,7",40,",,7"
9/15/2015,80,",,7",45,",,7"
9/16/2015,57,",,7",42,",,7"
9/17/2015,54,",,7",41,",,7"
9/18/2015,50,",,7",36,",,7"
9/19/2015,62,",,7",30,",,7"
9/20/2015,72,",,7",31,",,7"
9/21/2015,79,",,7",34,",,7"
9/22/2015,80,",,7",35,",,7"
9/23/2015,83,",,7",37,",,7"
9/24/2015,82,",,7",38,",,7"
9/25/2015,82,",,7",37,",,7"
9/26/2015,88,",,7",38,",,7"
9/27/2015,80,",,7",36,",,7"
9/28/2015,76,",,7",32,",,7"
9/29/2015,77,",,7",32,",,7"
9/30/2015,83,",,7",34,",,7"
10/1/2015,79,",,7",35,",,7"
10/2/2015,68,",,7",41,",,7"
10/3/2015,71,",,7",33,",,7"
10/4/2015,69,",,7",32,",,7"
10/5/2015,72,",,7",30,",,7"
10/6/2015,76,",,7",31,",,7"
10/7/2015,79,",,7",33,",,7"
10/8/2015,64,",,7",43,",,7"
10/9/2015,74,",,7",38,",,7"
10/10/2015,84,",,7",37,",,7"
10/11/2015,82,",,7",40,",,7"
10/12/2015,64,",,7",28,",,7"
10/13/2015,77,",,7",29,",,7"
10/14/2015,78,",,7",32,",,7"
10/15/2015,78,",,7",30,",,7"
10/16/2015,78,",,7",31,",,7"
10/17/2015,80,",,7",31,",,7"
10/18/2015,72,",,7",33,",,7"
10/19/2015,61,",,7",48,",,7"
10/20/2015,51,",,7",37,",,7"
10/21/2015,58,",,7",28,",,7"
10/22/2015,64,",,7",28,",,7"
10/23/2015,59,",,7",24,",,7"
10/24/2015,58,",,7",26,",,7"
10/25/2015,56,",,7",34,",,7"
10/26/2015,60,",,7",34,",,7"
10/27/2015,49,",,7",33,",,7"
10/28/2015,56,",,7",26,",,7"
10/29/2015,51,",,7",30,",,7"
10/30/2015,51,",,7",28,",,7"
10/31/2015,45,",,7",32,",,7"
11/1/2015,55,",,7",42,",,7"
11/2/2015,55,",,7",31,",,7"
11/3/2015,45,",,7",34,",,7"
11/4/2015,39,",,7",30,",,7"
11/5/2015,37,",,7",25,",,7"
11/6/2015,38,",,7",25,",,7"
11/7/2015,42,",,7",19,",,7"
11/8/2015,51,",,7",20,",,7"
11/9/2015,52,",,7",26,",,7"
11/10/2015,37,",,7",30,",,7"
11/11/2015,36,",,7",14,",,7"
11/12/2015,31,",,7",16,",,7"
11/13/2015,38,",,7",16,",,7"
11/14/2015,43,",,7",29,",,7"
11/15/2015,58,",,7",25,",,7"
11/16/2015,57,",,7",26,",,7"
11/17/2015,36,",,7",23,",,7"
11/18/2015,38,",,7",27,",,7"
11/19/2015,39,",,7",22,",,7"
11/20/2015,31,",,7",14,",,7"
11/21/2015,35,",,7",0,",,7"
11/22/2015,34,",,7",2,",,7"
11/23/2015,42,",,7",9,",,7"
11/24/2015,47,",,7",15,",,7"
11/25/2015,41,",,7",27,",,7"
11/26/2015,33,",,7",3,",,7"
11/27/2015,33,",,7",-2,",,7"
11/28/2015,28,",,7",-1,",,7"
11/29/2015,29,",,7",0,",,7"
11/30/2015,32,",,7",2,",,7"
12/1/2015,33,",,7",3,",,7"
12/2/2015,34,",,7",4,",,7"
12/3/2015,35,",,7",20,",,7"
12/4/2015,51,",,7",29,",,7"
12/5/2015,37,",,7",23,",,7"
12/6/2015,41,",,7",24,",,7"
12/7/2015,35,",,7",32,",,7"
12/8/2015,39,",,7",33,",,7"
12/9/2015,46,",,7",35,",,7"
12/10/2015,38,",,7",29,",,7"
12/11/2015,36,",,7",27,",,7"
12/12/2015,33,",,7",24,",,7"
12/13/2015,34,",,7",27,",,7"
12/14/2015,33,",,7",26,",,7"
12/15/2015,33,",,7",18,",,7"
12/16/2015,34,",,7",10,",,7"
12/17/2015,27,",,7",-3,",,7"
12/18/2015,30,",,7",6,",,7"
12/19/2015,33,",,7",30,",,7"
12/20/2015,35,",,7",22,",,7"
12/21/2015,32,",,7",21,",,7"
12/22/2015,,,,
12/23/2015,,,,
12/24/2015,29,",,7",17,",,7"
12/25/2015,,,12,",,7"
12/26/2015,30,",,7",0,",,7"
12/27/2015,27,",,7",-2,",,7"
12/28/2015,25,",,7",7,",,7"
12/29/2015,26,",,7",4,",,7"
12/30/2015,22,",,7",8,",,7"
12/31/2015,24,",,7",6,",,7"
1/1/2016,26,",,7",-8,",,7"
1/2/2016,21,",,7",-8,",,7"
1/3/2016,23,",,7",-6,",,7"
1/4/2016,29,",,7",14,",,7"
1/5/2016,41,",,7",23,",,7"
1/6/2016,47,",,7",27,",,7"
1/7/2016,38,",,7",28,",,7"
1/8/2016,40,",,7",23,",,7"
1/9/2016,42,",,7",22,",,7"
1/10/2016,35,",,7",1,",,7"
1/11/2016,30,",,7",-3,",,7"
1/12/2016,34,",,7",-2,",,7"
1/13/2016,42,",,7",26,",,7"
1/14/2016,36,",,7",23,",,7"
1/15/2016,33,",,7",17,",,7"
1/16/2016,29,",,7",19,",,7"
1/17/2016,32,",,7",17,",,7"
1/18/2016,35,",,7",19,",,7"
1/19/2016,44,",,7",17,",,7"
1/20/2016,39,",,7",27,",,7"
1/21/2016,39,",,7",17,",,7"
1/22/2016,37,",,7",22,",,7"
1/23/2016,41,",,7",28,",,7"
1/24/2016,39,",,7",29,",,7"
1/25/2016,39,",,7",8,",,7"
1/26/2016,37,",,7",6,",,7"
1/27/2016,39,",,7",7,",,7"
1/28/2016,48,",,7",20,",,7"
1/29/2016,39,",,7",21,",,7"
1/30/2016,36,",,7",22,",,7"
