"","SpringName","site_type","Water_Year","max_ndvi","max_ndvi_doy","amplitude_ndvi","dur_80th_ndvi","sos_doy_ndvi","eos_doy_ndvi","gsl_ndvi","CWB_tot_mm","snowmelt_timing","Dec_CWB_mm","Nov_CWB_mm","Oct_CWB_mm","Apr_CWB_mm","Aug_CWB_mm","Feb_CWB_mm","Jan_CWB_mm","Jul_CWB_mm","Jun_CWB_mm","Mar_CWB_mm","May_CWB_mm","Sep_CWB_mm","Fall_CWB_mm","Spring_CWB_mm","Summer_CWB_mm","Winter_CWB_mm","Latitude","Longitude","Elevation_m","TWI","Aspect","HLI","WEI"
"75","Black Cliffs","Spring","2019",0.654817912669683,164,0.202556707534664,37,132,258,126,23.59,129.846666666667,38.61,39.62,27.14,32.99,-100.76,41.66,23.88,-72.83,-33.2,32.26,11.63,-17.41,105.37,11.42,-191,97.8,45.12190663,-114.8495227,1536.874724,3.36,167.3830149,0.964768052,0.429000497
"76","Black Cliffs","Spring","2020",0.642238662820088,155,0.206629092283786,66.6057142857143,131,259,128,138.36,118.8,28.19,19.56,54.64,16.14,-112.63,87.63,73.15,-73.97,29.48,39.37,36.47,-59.67,102.39,82.09,-246.27,200.15,45.12190663,-114.8495227,1536.874724,3.36,167.3830149,0.964768052,0.429000497
"77","Black Cliffs","Spring","2021",0.6892450293678,162,0.279424795392225,39,136,241,105,-125.33,124.76,52.07,43.18,24.1,-23.24,-88.23,62.48,32.77,-104.84,-78.12,17.52,0.9,-63.92,119.35,-100.46,-256.99,112.77,45.12190663,-114.8495227,1536.874724,3.36,167.3830149,0.964768052,0.429000497
"78","Black Cliffs","Spring","2022",0.660871585674873,183,0.298459692609168,40.8,137,265,128,97.95,108.48,77.98,31.13,22.47,48.99,-106.57,22.61,57.15,-87.01,-16.19,26.25,65,-43.86,131.58,97.8,-237.44,106.01,45.12190663,-114.8495227,1536.874724,3.36,167.3830149,0.964768052,0.429000497
"79","Black Cliffs","Spring","2023",0.668004983511714,163,0.22348283100464,34.8,138,251,113,148.42,119.2,63.5,55.12,-4.54,12.3,-23.85,17.27,24.38,-80.04,26.18,74.68,2.62,-19.2,114.08,41.1,-123.09,116.33,45.12190663,-114.8495227,1536.874724,3.36,167.3830149,0.964768052,0.429000497
"80","Black Cliffs","Spring","2018",0.633702432615225,159,0.219639010132466,45.7028571428572,130,257,126,179.87,120.253333333333,89.41,83.31,32.27,31.39,-97.76,79.5,51.56,-104.24,7.96,58.97,12.02,-64.52,204.99,51.37,-266.52,190.03,45.12190663,-114.8495227,1536.874724,3.36,167.3830149,0.964768052,0.429000497
"81","Black Talus","Non-Spring","2023",0.492202165176521,161,0.182581022710508,42.7542857142857,137,202,65,266.85,162.4,72.9,56.13,0.95,21.77,-13.46,26.67,29.97,-75.47,57.28,92.2,12.86,-14.95,129.98,91.91,-103.88,148.84,45.13021038,-114.8036162,1683.47899,3.469851732,121.6690782,0.653684437,0.170846045
"82","Black Talus","Non-Spring","2020",0.483175339367731,168,0.188799134896976,37.6,134,236,102,231.42,130.8,35.81,22.35,58.93,24.4,-106.12,90.93,90.17,-63.35,38.83,49.02,43.57,-53.12,117.09,106.8,-222.59,230.12,45.13021038,-114.8036162,1683.47899,3.469851732,121.6690782,0.653684437,0.170846045
"83","Black Talus","Non-Spring","2021",0.465622199283448,162,0.178093765371527,55.7142857142857,140,220,79,-25.33,127.186666666667,56.39,50.04,31.09,-16.6,-79.18,82.04,41.4,-100.75,-69.27,27.12,10.02,-57.63,137.52,-75.85,-237.56,150.56,45.13021038,-114.8036162,1683.47899,3.469851732,121.6690782,0.653684437,0.170846045
"84","Black Talus","Non-Spring","2022",0.468282617946178,181,0.196616968614986,40.8,133,230,97,206.48,112.706666666667,90.42,37.69,26.42,59.34,-95.2,24.89,63.25,-81.73,2.05,40.85,75.96,-37.46,154.53,137.35,-214.39,128.99,45.13021038,-114.8036162,1683.47899,3.469851732,121.6690782,0.653684437,0.170846045
"85","Black Talus","Non-Spring","2017",0.46061705210991,169,0.191667907467829,40.8,127,244,118,311.34,115.426666666667,101.85,35.23,42.31,46.98,-115.26,117.09,55.63,-90.31,2.48,97.06,13.04,5.24,179.39,62.5,-200.33,269.78,45.13021038,-114.8036162,1683.47899,3.469851732,121.6690782,0.653684437,0.170846045
"86","Black Talus","Non-Spring","2018",0.482201520144602,162,0.194048095841252,37.2,131,221,89,247.67,123.333333333333,75.44,94.74,36.58,38.63,-90.47,82.04,62.99,-99.55,18.56,70.36,18.26,-59.91,206.76,75.45,-249.93,215.39,45.13021038,-114.8036162,1683.47899,3.469851732,121.6690782,0.653684437,0.170846045
"87","Black Talus","Non-Spring","2019",0.460205066602961,174,0.153657217179536,37,140,220,79,148.03,129.846666666667,43.69,47.5,32.1,41.02,-85.37,70.1,38.35,-61.98,-20.88,36.83,16.19,-9.52,123.29,36.33,-156.87,145.28,45.13021038,-114.8036162,1683.47899,3.469851732,121.6690782,0.653684437,0.170846045
"88","Black Talus","Non-Spring","2024",0.486049794255794,166,0.199849600592887,35.4,136,221,85,66.61,122.253333333333,41.66,40.88,4.16,32.93,-98.79,57.91,42.93,-105.7,-34.77,55.88,32.53,-3.01,86.7,30.69,-207.5,156.72,45.13021038,-114.8036162,1683.47899,3.469851732,121.6690782,0.653684437,0.170846045
"89","Black Talus","Spring","2017",0.650354408014764,181,0.286131942334224,40.8,136,265,129,311.34,115.426666666667,101.85,35.23,42.31,46.98,-115.26,117.09,55.63,-90.31,2.48,97.06,13.04,5.24,179.39,62.5,-200.33,269.78,45.13042,-114.80322,1681.623946,3.800270796,184.5412962,1.000904679,0.529502094
"90","Black Talus","Spring","2018",0.665968818328758,167,0.270770640165286,37.2,138,255,117,247.67,123.333333333333,75.44,94.74,36.58,38.63,-90.47,82.04,62.99,-99.55,18.56,70.36,18.26,-59.91,206.76,75.45,-249.93,215.39,45.13042,-114.80322,1681.623946,3.800270796,184.5412962,1.000904679,0.529502094
"91","Black Talus","Spring","2019",0.665685022999627,188,0.246318636925975,37,147,261,114,148.03,129.846666666667,43.69,47.5,32.1,41.02,-85.37,70.1,38.35,-61.98,-20.88,36.83,16.19,-9.52,123.29,36.33,-156.87,145.28,45.13042,-114.80322,1681.623946,3.800270796,184.5412962,1.000904679,0.529502094
"92","Black Talus","Spring","2020",0.654412742737856,178,0.245501642347483,37.6,141,261,120,231.42,130.8,35.81,22.35,58.93,24.4,-106.12,90.93,90.17,-63.35,38.83,49.02,43.57,-53.12,117.09,106.8,-222.59,230.12,45.13042,-114.80322,1681.623946,3.800270796,184.5412962,1.000904679,0.529502094
"93","Black Talus","Spring","2024",0.689862975194619,175,0.298415152259806,35.4,141,265,123,66.61,122.253333333333,41.66,40.88,4.16,32.93,-98.79,57.91,42.93,-105.7,-34.77,55.88,32.53,-3.01,86.7,30.69,-207.5,156.72,45.13042,-114.80322,1681.623946,3.800270796,184.5412962,1.000904679,0.529502094
"94","Black Talus","Spring","2021",0.651339873301732,165,0.272168485873473,53.4857142857143,140,257,117,-25.33,127.186666666667,56.39,50.04,31.09,-16.6,-79.18,82.04,41.4,-100.75,-69.27,27.12,10.02,-57.63,137.52,-75.85,-237.56,150.56,45.13042,-114.80322,1681.623946,3.800270796,184.5412962,1.000904679,0.529502094
"95","Black Talus","Spring","2022",0.653279629081557,196,0.327379749462628,40.8,139,274,135,206.48,112.706666666667,90.42,37.69,26.42,59.34,-95.2,24.89,63.25,-81.73,2.05,40.85,75.96,-37.46,154.53,137.35,-214.39,128.99,45.13042,-114.80322,1681.623946,3.800270796,184.5412962,1.000904679,0.529502094
"96","Black Talus","Spring","2023",0.673239267955249,165,0.27550063344022,79.5428571428571,139,269,130,266.85,162.4,72.9,56.13,0.95,21.77,-13.46,26.67,29.97,-75.47,57.28,92.2,12.86,-14.95,129.98,91.91,-103.88,148.84,45.13042,-114.80322,1681.623946,3.800270796,184.5412962,1.000904679,0.529502094
"97","Bog","Non-Spring","2020",0.46015895512755,216,0.375169711526959,37.4,160,299,139,666.59,190.8,58.42,36.83,90.17,79.5,-78.12,120.4,151.38,-24.56,79.62,77.72,95.06,-19.83,185.42,254.18,-122.51,349.5,45.1690949,-114.8545523,2390.815262,3.006928444,324.9169002,0.716590166,0.702000082
"98","Bog","Non-Spring","2017",0.479894813007045,215,0.527460924242994,58.2857142857143,153,276,122,862.82,168.52,140.97,49.28,95.5,124.97,-88.56,175.51,75.95,-68.26,47.57,212.34,35.02,62.53,285.75,207.56,-94.29,463.8,45.1690949,-114.8545523,2390.815262,3.006928444,324.9169002,0.716590166,0.702000082
"99","Bog","Non-Spring","2018",0.466179893132862,181,0.339520232595465,44.64,144,295,151,752.1,177.84,115.06,129.03,78.74,119.23,-49.18,127.51,98.3,-78.05,65.07,114.81,67.71,-36.13,322.83,252.01,-163.36,340.62,45.1690949,-114.8545523,2390.815262,3.006928444,324.9169002,0.716590166,0.702000082
"100","Bog","Non-Spring","2019",0.492226285060562,201,0.432205531533949,68.7142857142857,148,271,124,699.34,194.466666666667,85.09,86.61,65.28,121.13,-36.56,163.32,72.9,-23.66,29.14,59.44,49.62,27.03,236.98,199.89,-33.19,295.66,45.1690949,-114.8545523,2390.815262,3.006928444,324.9169002,0.716590166,0.702000082
"101","Bog","Non-Spring","2024",0.472143723934246,217,0.313770167037064,59.6742857142858,157,288,130,563.83,173.466666666667,81.53,77.47,44.34,73.91,-65.73,103.38,81.79,-81.07,16.27,127.51,90,14.43,203.34,180.18,-132.37,312.68,45.1690949,-114.8545523,2390.815262,3.006928444,324.9169002,0.716590166,0.702000082
"102","Bog","Non-Spring","2021",0.468189288068769,204,0.475045868527745,39,147,292,145,427.75,192.706666666667,89.15,78.23,83.86,28.89,-45.11,162.56,80.01,-79.52,-35.28,51.31,36.75,-23.1,251.24,30.36,-147.73,293.88,45.1690949,-114.8545523,2390.815262,3.006928444,324.9169002,0.716590166,0.702000082
"103","Bog","Non-Spring","2022",0.455558301312959,201,0.411667889371125,40.8,162,293,131,764.84,141.586666666667,157.48,75.95,67.6,125.22,-55.32,45.97,103.12,-59.52,63.7,97.28,153.71,-10.35,301.03,342.63,-125.19,246.37,45.1690949,-114.8545523,2390.815262,3.006928444,324.9169002,0.716590166,0.702000082
"104","Bog","Non-Spring","2023",0.467105322187317,211,0.34962154361792,34.6,156,293,137,739.84,195.533333333333,115.06,98.55,36.63,93.58,18.61,68.33,58.67,-51.38,95.67,152.65,36.81,16.66,250.24,226.06,-16.11,279.65,45.1690949,-114.8545523,2390.815262,3.006928444,324.9169002,0.716590166,0.702000082
"105","Bog","Spring","2017",0.692935745631216,207,0.715555207362565,40.8,156,276,120,862.82,168.52,140.97,49.28,95.5,124.97,-88.56,175.51,75.95,-68.26,47.57,212.34,35.02,62.53,285.75,207.56,-94.29,463.8,45.16991,-114.85493,2375.149859,4.995975971,302.7701659,0.788758099,0.853945732
"106","Bog","Spring","2018",0.656684376338689,200,0.495047955406641,37.2,149,295,146,752.1,177.84,115.06,129.03,78.74,119.23,-49.18,127.51,98.3,-78.05,65.07,114.81,67.71,-36.13,322.83,252.01,-163.36,340.62,45.16991,-114.85493,2375.149859,4.995975971,302.7701659,0.788758099,0.853945732
"107","Bog","Spring","2024",0.697309278859161,207,0.443857516688181,35.4,161,278,116,563.83,173.466666666667,81.53,77.47,44.34,73.91,-65.73,103.38,81.79,-81.07,16.27,127.51,90,14.43,203.34,180.18,-132.37,312.68,45.16991,-114.85493,2375.149859,4.995975971,302.7701659,0.788758099,0.853945732
"108","Bog","Spring","2022",0.713364621180945,214,0.694708634729675,40.8,171,293,122,764.84,141.586666666667,157.48,75.95,67.6,125.22,-55.32,45.97,103.12,-59.52,63.7,97.28,153.71,-10.35,301.03,342.63,-125.19,246.37,45.16991,-114.85493,2375.149859,4.995975971,302.7701659,0.788758099,0.853945732
"109","Bog","Spring","2023",0.711888328250831,212,0.544453698186748,34.6,162,293,131,739.84,195.533333333333,115.06,98.55,36.63,93.58,18.61,68.33,58.67,-51.38,95.67,152.65,36.81,16.66,250.24,226.06,-16.11,279.65,45.16991,-114.85493,2375.149859,4.995975971,302.7701659,0.788758099,0.853945732
"110","Bog","Spring","2019",0.667806592245969,219,0.555553764722594,37,156,270,114,699.34,194.466666666667,85.09,86.61,65.28,121.13,-36.56,163.32,72.9,-23.66,29.14,59.44,49.62,27.03,236.98,199.89,-33.19,295.66,45.16991,-114.85493,2375.149859,4.995975971,302.7701659,0.788758099,0.853945732
"111","Bog","Spring","2020",0.647530443118791,220,0.549961926636057,37.4,164,298,134,666.59,190.8,58.42,36.83,90.17,79.5,-78.12,120.4,151.38,-24.56,79.62,77.72,95.06,-19.83,185.42,254.18,-122.51,349.5,45.16991,-114.85493,2375.149859,4.995975971,302.7701659,0.788758099,0.853945732
"112","Bog","Spring","2021",0.702737771143962,201,0.641472368887897,36,149,277,128,427.75,192.706666666667,89.15,78.23,83.86,28.89,-45.11,162.56,80.01,-79.52,-35.28,51.31,36.75,-23.1,251.24,30.36,-147.73,293.88,45.16991,-114.85493,2375.149859,4.995975971,302.7701659,0.788758099,0.853945732
"113","Calf","Non-Spring","2024",0.476860721895182,185,0.207442863728,35.4,152,267,114,412.58,153.626666666667,69.34,62.99,32.31,62.18,-73.82,87.88,69.85,-85.43,3.05,101.09,72.19,10.95,164.64,137.42,-148.3,258.82,45.16073076,-114.8728822,2223.437632,3.257481575,176.3396478,0.957537413,0.482170343
"114","Calf","Non-Spring","2022",0.462777971890699,194,0.25026634047409,40.8,150,287,138,592.49,119.926666666667,134.87,62.23,55.07,106.93,-66.77,39.12,90.17,-64.52,42.61,82.04,126.85,-16.11,252.17,276.39,-147.4,211.33,45.16073076,-114.8728822,2223.437632,3.257481575,176.3396478,0.957537413,0.482170343
"115","Calf","Non-Spring","2023",0.54601085556634,174,0.24376034617645,34.6,148,263,116,584.54,169.06,97.79,85.09,23.3,71.79,9.21,51.05,48.77,-56.47,89.99,128.78,30.45,4.79,206.18,192.23,-42.47,228.6,45.16073076,-114.8728822,2223.437632,3.257481575,176.3396478,0.957537413,0.482170343
"116","Calf","Non-Spring","2019",0.510036419989815,193,0.238010269337037,37,139,251,112,541.88,153.78,72.64,75.18,58.79,95.31,-51.51,142.24,63.25,-34.97,12.23,53.59,38.88,16.25,206.61,146.42,-70.23,259.08,45.16073076,-114.8728822,2223.437632,3.257481575,176.3396478,0.957537413,0.482170343
"117","Calf","Non-Spring","2021",0.511928487292934,198,0.233032110584829,39,155,228,74,286.19,146.6,78.74,68.07,66.03,15.43,-54.47,136.14,66.29,-83.76,-45.57,44.2,27.82,-32.73,212.84,-2.32,-170.96,246.63,45.16073076,-114.8728822,2223.437632,3.257481575,176.3396478,0.957537413,0.482170343
"118","Calf","Non-Spring","2017",0.516981704432909,193,0.280626654042669,40.8,138,258,120,710.29,141.973333333333,128.52,44.45,78.98,105.14,-94.81,155.45,69.34,-72.33,32.79,186.94,31.22,44.6,251.95,169.15,-122.54,411.73,45.16073076,-114.8728822,2223.437632,3.257481575,176.3396478,0.957537413,0.482170343
"119","Calf","Non-Spring","2018",0.552125802984811,176,0.302059437093691,37,143,253,110,608.98,89.5333333333333,108.46,115.82,69.09,91.45,-59.33,116.33,86.87,-82.93,50.12,103.38,51.09,-41.37,293.37,192.66,-183.63,306.58,45.16073076,-114.8728822,2223.437632,3.257481575,176.3396478,0.957537413,0.482170343
"120","Calf","Non-Spring","2020",0.530415953248315,203,0.285282292418976,37.4,159,264,105,531.76,155.386666666667,51.05,31.75,77.22,67.82,-84.95,104.65,132.08,-35.92,67.94,69.6,78.21,-27.69,160.02,213.97,-148.56,306.33,45.16073076,-114.8728822,2223.437632,3.257481575,176.3396478,0.957537413,0.482170343
"121","Calf","Spring","2017",0.601908364774773,205,0.350708326421117,40.8,144,268,124,710.29,141.973333333333,128.52,44.45,78.98,105.14,-94.81,155.45,69.34,-72.33,32.79,186.94,31.22,44.6,251.95,169.15,-122.54,411.73,45.16071312,-114.8725482,2221.896981,3.99902606,197.6693703,0.951592684,0.594441235
"122","Calf","Spring","2018",0.61184190893242,184,0.388113737733194,37,144,284,141,608.98,89.5333333333333,108.46,115.82,69.09,91.45,-59.33,116.33,86.87,-82.93,50.12,103.38,51.09,-41.37,293.37,192.66,-183.63,306.58,45.16071312,-114.8725482,2221.896981,3.99902606,197.6693703,0.951592684,0.594441235
"123","Calf","Spring","2024",0.608982077535098,192,0.30193837140013,35.4,156,275,118,412.58,153.626666666667,69.34,62.99,32.31,62.18,-73.82,87.88,69.85,-85.43,3.05,101.09,72.19,10.95,164.64,137.42,-148.3,258.82,45.16071312,-114.8725482,2221.896981,3.99902606,197.6693703,0.951592684,0.594441235
"124","Calf","Spring","2022",0.615486953210435,199,0.439326464305153,40.8,153,293,140,592.49,119.926666666667,134.87,62.23,55.07,106.93,-66.77,39.12,90.17,-64.52,42.61,82.04,126.85,-16.11,252.17,276.39,-147.4,211.33,45.16071312,-114.8725482,2221.896981,3.99902606,197.6693703,0.951592684,0.594441235
"125","Calf","Spring","2019",0.625350840457053,197,0.329436328933728,37,147,263,116,541.88,153.78,72.64,75.18,58.79,95.31,-51.51,142.24,63.25,-34.97,12.23,53.59,38.88,16.25,206.61,146.42,-70.23,259.08,45.16071312,-114.8725482,2221.896981,3.99902606,197.6693703,0.951592684,0.594441235
"126","Calf","Spring","2020",0.62474666853872,212,0.34292229413909,37.4,159,275,116,531.76,155.386666666667,51.05,31.75,77.22,67.82,-84.95,104.65,132.08,-35.92,67.94,69.6,78.21,-27.69,160.02,213.97,-148.56,306.33,45.16071312,-114.8725482,2221.896981,3.99902606,197.6693703,0.951592684,0.594441235
"127","Calf","Spring","2021",0.612509332379593,198,0.33154133054351,39,150,252,101,286.19,146.6,78.74,68.07,66.03,15.43,-54.47,136.14,66.29,-83.76,-45.57,44.2,27.82,-32.73,212.84,-2.32,-170.96,246.63,45.16071312,-114.8725482,2221.896981,3.99902606,197.6693703,0.951592684,0.594441235
"128","Calf","Spring","2023",0.647021607723665,207,0.332472294653452,34.6,151,277,127,584.54,169.06,97.79,85.09,23.3,71.79,9.21,51.05,48.77,-56.47,89.99,128.78,30.45,4.79,206.18,192.23,-42.47,228.6,45.16071312,-114.8725482,2221.896981,3.99902606,197.6693703,0.951592684,0.594441235
"129","Cave","Non-Spring","2017",0.518269754278461,173,0.230724912967011,40.8,135,255,120,301.94,115.426666666667,86.11,32.51,61.75,58.34,-107.05,84.84,45.21,-81.28,1.66,87.95,16.66,15.24,180.37,76.66,-173.09,218,45.07059207,-114.86432,1972.75399,1.52945745,46.23628646,0.277974337,0.256430209
"130","Cave","Non-Spring","2018",0.527903426199952,163,0.192189230486117,36.6,140,242,101,247.94,101.673333333333,79.25,83.06,45.69,45.68,-85.18,77.98,51.31,-92.22,16.43,57.15,20.21,-51.42,208,82.32,-228.82,186.44,45.07059207,-114.86432,1972.75399,1.52945745,46.23628646,0.277974337,0.256430209
"131","Cave","Non-Spring","2019",0.522689611731674,167,0.254572645928696,37,137,261,124,116.27,128.493333333333,32,40.64,39.33,42.18,-86.71,53.59,28.7,-60.39,-22.6,33.53,20.65,-4.65,111.97,40.23,-151.75,115.82,45.07059207,-114.86432,1972.75399,1.52945745,46.23628646,0.277974337,0.256430209
"132","Cave","Non-Spring","2020",0.498738305501246,195,0.188727281232041,52.36,141,267,126,211.86,130.8,28.96,19.81,54.86,36.01,-96.54,80.01,70.61,-58.12,41.06,40.13,40.93,-45.86,103.63,118,-200.52,190.75,45.07059207,-114.86432,1972.75399,1.52945745,46.23628646,0.277974337,0.256430209
"133","Cave","Non-Spring","2021",0.527599257309045,167,0.337745532502441,39,134,291,157,-53.14,129.613333333333,50.8,39.37,24.94,-8.52,-72.4,55.37,24.89,-83.95,-66.01,25.4,8.11,-51.14,115.11,-66.42,-207.49,105.66,45.07059207,-114.86432,1972.75399,1.52945745,46.23628646,0.277974337,0.256430209
"134","Cave","Non-Spring","2022",0.52630401922324,186,0.372579567366509,40.8,136,293,157,202.31,120.58,68.33,36.32,33.51,68.62,-90.63,24.89,51.82,-74.25,-3.84,38.01,80.53,-31,138.16,145.31,-195.88,114.72,45.07059207,-114.86432,1972.75399,1.52945745,46.23628646,0.277974337,0.256430209
"135","Cave","Non-Spring","2023",0.532939559500296,184,0.194464809773746,34.6,150,242,92,228.32,160,56.39,54.61,7.29,28.9,-3.45,15.24,21.08,-67.6,38.22,73.41,10.13,-5.9,118.29,77.25,-76.95,109.73,45.07059207,-114.86432,1972.75399,1.52945745,46.23628646,0.277974337,0.256430209
"136","Cave","Non-Spring","2024",0.536121268198726,175,0.183188811922972,32.8,150,247,97,66.89,131.906666666667,34.04,45.97,12.01,43.52,-97.34,45.21,32.51,-90.71,-36.04,45.97,28.66,3.09,92.02,36.14,-184.96,123.69,45.07059207,-114.86432,1972.75399,1.52945745,46.23628646,0.277974337,0.256430209
"137","Cave","Spring","2024",0.695417818317683,188,0.254559353246171,32.8,156,250,95,66.89,131.906666666667,34.04,45.97,12.01,43.52,-97.34,45.21,32.51,-90.71,-36.04,45.97,28.66,3.09,92.02,36.14,-184.96,123.69,45.07098521,-114.864338,1950.928574,3.072965145,81.72132273,0.430709243,0.067673564
"138","Cave","Spring","2020",0.666215330930306,195,0.249262223349577,37.4,145,262,116,211.86,130.8,28.96,19.81,54.86,36.01,-96.54,80.01,70.61,-58.12,41.06,40.13,40.93,-45.86,103.63,118,-200.52,190.75,45.07098521,-114.864338,1950.928574,3.072965145,81.72132273,0.430709243,0.067673564
"139","Cave","Spring","2017",0.682798513494964,187,0.309057386862822,40.8,143,262,119,301.94,115.426666666667,86.11,32.51,61.75,58.34,-107.05,84.84,45.21,-81.28,1.66,87.95,16.66,15.24,180.37,76.66,-173.09,218,45.07098521,-114.864338,1950.928574,3.072965145,81.72132273,0.430709243,0.067673564
"140","Cave","Spring","2018",0.667696275490294,183,0.278775131710943,36.6,141,256,115,247.94,101.673333333333,79.25,83.06,45.69,45.68,-85.18,77.98,51.31,-92.22,16.43,57.15,20.21,-51.42,208,82.32,-228.82,186.44,45.07098521,-114.864338,1950.928574,3.072965145,81.72132273,0.430709243,0.067673564
"141","Cave","Spring","2019",0.6805880289924,201,0.265793011000454,41.2285714285714,149,259,110,116.27,128.493333333333,32,40.64,39.33,42.18,-86.71,53.59,28.7,-60.39,-22.6,33.53,20.65,-4.65,111.97,40.23,-151.75,115.82,45.07098521,-114.864338,1950.928574,3.072965145,81.72132273,0.430709243,0.067673564
"142","Cave","Spring","2021",0.691322710999223,171,0.371231932104831,39,140,265,125,-53.14,129.613333333333,50.8,39.37,24.94,-8.52,-72.4,55.37,24.89,-83.95,-66.01,25.4,8.11,-51.14,115.11,-66.42,-207.49,105.66,45.07098521,-114.864338,1950.928574,3.072965145,81.72132273,0.430709243,0.067673564
"143","Cave","Spring","2022",0.703510009931915,193,0.45965762359716,40.8,145,281,136,202.31,120.58,68.33,36.32,33.51,68.62,-90.63,24.89,51.82,-74.25,-3.84,38.01,80.53,-31,138.16,145.31,-195.88,114.72,45.07098521,-114.864338,1950.928574,3.072965145,81.72132273,0.430709243,0.067673564
"144","Cave","Spring","2023",0.699673761976477,192,0.272163263490246,34.6,155,249,94,228.32,160,56.39,54.61,7.29,28.9,-3.45,15.24,21.08,-67.6,38.22,73.41,10.13,-5.9,118.29,77.25,-76.95,109.73,45.07098521,-114.864338,1950.928574,3.072965145,81.72132273,0.430709243,0.067673564
"145","Ceanothus","Non-Spring","2017",0.55570924173872,173,0.532250491718989,40.8,148,283,135,652.78,129.906666666667,123.7,41.91,75.48,99.72,-96.03,147.07,66.8,-75.29,30.35,167.64,30.32,41.11,241.09,160.39,-130.21,381.51,45.15158475,-114.8339236,2223.506891,2.637821198,62.86400541,0.39881444,0.158584356
"146","Ceanothus","Non-Spring","2018",0.552071716676601,173,0.398342325273206,43.5771428571429,145,295,150,570.26,177.84,105.66,111,66.04,88.15,-61.32,111.25,82.04,-83.1,46.9,98.04,47.4,-41.8,282.7,182.45,-186.22,291.33,45.15158475,-114.8339236,2223.506891,2.637821198,62.86400541,0.39881444,0.158584356
"147","Ceanothus","Non-Spring","2019",0.558087466746653,201,0.426375281914766,37,144,268,125,486.21,156.173333333333,68.07,71.12,57.04,89.49,-53.75,123.44,56.9,-36.92,9.02,50.8,36.45,14.55,196.23,134.96,-76.12,231.14,45.15158475,-114.8339236,2223.506891,2.637821198,62.86400541,0.39881444,0.158584356
"148","Ceanothus","Non-Spring","2021",0.543175091394633,183,0.471938287289409,39,139,292,153,248.89,141.746666666667,74.17,64.77,62.31,13.66,-55.19,126.75,60.71,-84.94,-47.24,41.91,26.15,-34.17,201.25,-7.43,-174.3,229.37,45.15158475,-114.8339236,2223.506891,2.637821198,62.86400541,0.39881444,0.158584356
"149","Ceanothus","Non-Spring","2022",0.585987079467632,194,0.495635949695776,50.1257142857143,159,293,134,545.98,127.146666666667,126.49,57.91,53.12,101.6,-68.25,36.58,85.34,-64.69,37.62,76.45,120.35,-16.54,237.52,259.57,-149.48,198.37,45.15158475,-114.8339236,2223.506891,2.637821198,62.86400541,0.39881444,0.158584356
"150","Ceanothus","Non-Spring","2023",0.597927611167609,194,0.343898548301086,34.8,151,294,143,554.3,179.2,95.5,79.76,21.86,70.53,9.24,45.47,45.47,-57.15,89.32,119.89,30.57,3.84,197.12,190.42,-44.07,210.83,45.15158475,-114.8339236,2223.506891,2.637821198,62.86400541,0.39881444,0.158584356
"151","Ceanothus","Non-Spring","2020",0.562871943515849,199,0.461838224938828,37.4,153,295,142,502.45,159.6,48.01,29.97,74.17,64.77,-85.16,108.46,123.95,-38.38,66.5,65.79,73.25,-28.88,152.15,204.52,-152.42,298.2,45.15158475,-114.8339236,2223.506891,2.637821198,62.86400541,0.39881444,0.158584356
