"","SpringName","site_type","Water_Year","max_ndvi","max_ndvi_doy","amplitude_ndvi","dur_80th_ndvi","sos_doy_ndvi","eos_doy_ndvi","gsl_ndvi","CWB_tot_mm","snowmelt_timing","Dec_CWB_mm","Nov_CWB_mm","Oct_CWB_mm","Apr_CWB_mm","Aug_CWB_mm","Feb_CWB_mm","Jan_CWB_mm","Jul_CWB_mm","Jun_CWB_mm","Mar_CWB_mm","May_CWB_mm","Sep_CWB_mm","Fall_CWB_mm","Spring_CWB_mm","Summer_CWB_mm","Winter_CWB_mm","Latitude","Longitude","Elevation_m","TWI","Aspect","HLI","WEI"
"439","Meadow","Spring","2017",0.653012143270919,191,0.214331891624544,40.8,150,234,84,284.88,120.253333333333,97.79,33.78,48.26,48.72,-114.23,99.31,49.78,-87.64,-0.79,96.18,11.57,2.15,179.83,59.5,-199.72,245.27,45.13712531,-114.9021305,1735.700048,6.188417435,347.7018062,0.577730358,0.558000028
"440","Meadow","Spring","2018",0.635740740962157,176,0.209357675480454,37,143,245,103,258.32,108.893333333333,92.96,91.95,37.72,39.53,-91.45,86.61,57.4,-98.14,15.33,68.58,16,-58.17,222.63,70.86,-247.76,212.59,45.13712531,-114.9021305,1735.700048,6.188417435,347.7018062,0.577730358,0.558000028
"441","Meadow","Spring","2020",0.644798417172866,197,0.213328376989338,37.6,150,252,102,209.14,135.466666666667,31.5,22.61,57.15,24.15,-104.05,91.19,83.57,-65.45,36.11,45.47,39.83,-52.94,111.26,100.09,-222.44,220.23,45.13712531,-114.9021305,1735.700048,6.188417435,347.7018062,0.577730358,0.558000028
"442","Meadow","Spring","2021",0.679061961811251,176,0.315102113676663,39,145,262,117,-44.87,122.333333333333,56.64,49.53,29.02,-17,-79.66,80.77,32.77,-98.35,-72.84,24.93,6.78,-57.46,135.19,-83.06,-235.47,138.47,45.13712531,-114.9021305,1735.700048,6.188417435,347.7018062,0.577730358,0.558000028
"443","Meadow","Spring","2022",0.684208598693197,203,0.360439162512001,40.8,141,276,134,169.74,114.8,83.57,36.07,25.38,57.46,-96.93,25.65,60.45,-80.8,-11.07,35.47,71.73,-37.24,145.02,118.12,-214.97,121.57,45.13712531,-114.9021305,1735.700048,6.188417435,347.7018062,0.577730358,0.558000028
"444","Meadow","Spring","2019",0.648158781296315,197,0.21363293438804,37,140,255,114,106.25,132.24,41.4,43.18,32.43,35.99,-89.4,59.94,30.73,-64.11,-25.65,35.56,16.51,-10.33,117.01,26.85,-163.84,126.23,45.13712531,-114.9021305,1735.700048,6.188417435,347.7018062,0.577730358,0.558000028
"445","Meadow","Spring","2024",0.707393022732124,180,0.31339201517713,63.72,145,249,104,50.35,136.733333333333,40.13,44.2,6.42,34.89,-102.31,52.58,45.21,-100.22,-44.22,52.83,24.06,-3.22,90.75,14.73,-205.75,150.62,45.13712531,-114.9021305,1735.700048,6.188417435,347.7018062,0.577730358,0.558000028
"446","Meadow","Spring","2023",0.704211296204217,178,0.251469090146007,34.6,147,256,110,202.34,92.8,68.33,53.09,1.94,17.82,-14.82,21.34,28.19,-74.26,30.39,76.45,7.53,-13.66,123.36,55.74,-102.74,125.98,45.13712531,-114.9021305,1735.700048,6.188417435,347.7018062,0.577730358,0.558000028
"447","Mountain Alder","Non-Spring","2018",0.630159013634467,183,0.180972875038621,36.4,131,237,106,144.05,111.3,92.96,74.93,28.44,23.2,-98.55,75.18,48.01,-100.32,-1.02,57.91,3.47,-60.16,196.33,25.65,-259.03,181.1,45.10147742,-114.9215987,1726.457773,2.466921329,23.04719541,0.503227472,0.383697867
"448","Mountain Alder","Non-Spring","2019",0.649740590975607,184,0.238293689996208,37,141,253,112,-14.78,134.633333333333,29.21,24.64,25.99,16.18,-99.79,49.78,25.65,-70.63,-38.42,30.73,9.02,-17.14,79.84,-13.22,-187.56,106.16,45.10147742,-114.9215987,1726.457773,2.466921329,23.04719541,0.503227472,0.383697867
"449","Mountain Alder","Non-Spring","2017",0.620795880005464,185,0.176237428217358,40.8,136,227,91,153.81,117.84,82.8,25.74,35.73,32.83,-117.5,71.12,41.4,-90.32,-8.98,79.78,8.16,-6.95,144.27,32.01,-214.77,192.3,45.10147742,-114.9215987,1726.457773,2.466921329,23.04719541,0.503227472,0.383697867
"450","Mountain Alder","Non-Spring","2024",0.704458345411,173,0.271977602920982,32.8,136,233,97,-33.45,134.32,31.75,35.56,5.4,24.62,-107.37,48.77,33.27,-102.37,-51.79,49.78,4.54,-5.61,72.71,-22.63,-215.35,131.82,45.10147742,-114.9215987,1726.457773,2.466921329,23.04719541,0.503227472,0.383697867
"451","Mountain Alder","Non-Spring","2022",0.717164671978134,181,0.342090464945673,40.8,134,234,99,49.47,124.74,61.98,20.83,13.69,38.36,-97.94,21.34,53.34,-82.76,-19.81,24.09,57.87,-41.52,96.5,76.42,-222.22,98.77,45.10147742,-114.9215987,1726.457773,2.466921329,23.04719541,0.503227472,0.383697867
"452","Mountain Alder","Non-Spring","2023",0.719323733743058,195,0.232260134619342,39.5428571428571,142,251,110,81.7,162.4,50.55,39.62,-5.18,1.76,-16.69,14.73,19.56,-76.99,11.53,66.29,-8.29,-15.19,84.99,5,-108.87,100.58,45.10147742,-114.9215987,1726.457773,2.466921329,23.04719541,0.503227472,0.383697867
"453","Mountain Alder","Non-Spring","2020",0.654236303752319,198,0.193614163038837,42.9714285714286,142,252,110,122.01,135.6,24.89,20.32,45.72,14.83,-106.58,81.03,66.55,-66.14,30.68,38.61,27.51,-55.41,90.93,73.02,-228.13,186.19,45.10147742,-114.9215987,1726.457773,2.466921329,23.04719541,0.503227472,0.383697867
"454","Mountain Alder","Non-Spring","2021",0.690285098204541,165,0.281915571965941,39,139,227,88,-170.34,129.613333333333,46.74,27.94,8.45,-22.63,-87.26,49.02,22.35,-96.19,-77.18,20.31,1.33,-63.22,83.13,-98.48,-246.67,91.68,45.10147742,-114.9215987,1726.457773,2.466921329,23.04719541,0.503227472,0.383697867
"455","Mountain Alder","Spring","2024",0.763604378406772,182,0.310376863171252,32.8,144,244,99,-33.45,134.32,31.75,35.56,5.4,24.62,-107.37,48.77,33.27,-102.37,-51.79,49.78,4.54,-5.61,72.71,-22.63,-215.35,131.82,45.10146,-114.92013,1689.586172,4.516506195,347.5315113,0.614728451,0.567591667
"456","Mountain Alder","Spring","2019",0.693291363697217,196,0.237136263776579,37,148,259,111,-14.78,134.633333333333,29.21,24.64,25.99,16.18,-99.79,49.78,25.65,-70.63,-38.42,30.73,9.02,-17.14,79.84,-13.22,-187.56,106.16,45.10146,-114.92013,1689.586172,4.516506195,347.5315113,0.614728451,0.567591667
"457","Mountain Alder","Spring","2020",0.691149874184452,200,0.255436769230741,37.6,145,266,120,122.01,135.6,24.89,20.32,45.72,14.83,-106.58,81.03,66.55,-66.14,30.68,38.61,27.51,-55.41,90.93,73.02,-228.13,186.19,45.10146,-114.92013,1689.586172,4.516506195,347.5315113,0.614728451,0.567591667
"458","Mountain Alder","Spring","2021",0.744768646494723,173,0.374950616294615,39,142,271,129,-170.34,129.613333333333,46.74,27.94,8.45,-22.63,-87.26,49.02,22.35,-96.19,-77.18,20.31,1.33,-63.22,83.13,-98.48,-246.67,91.68,45.10146,-114.92013,1689.586172,4.516506195,347.5315113,0.614728451,0.567591667
"459","Mountain Alder","Spring","2022",0.754055972565049,190,0.398968198552772,40.8,138,277,139,49.47,124.74,61.98,20.83,13.69,38.36,-97.94,21.34,53.34,-82.76,-19.81,24.09,57.87,-41.52,96.5,76.42,-222.22,98.77,45.10146,-114.92013,1689.586172,4.516506195,347.5315113,0.614728451,0.567591667
"460","Mountain Alder","Spring","2023",0.755785120351255,193,0.264317039359614,34.6,147,261,115,81.7,162.4,50.55,39.62,-5.18,1.76,-16.69,14.73,19.56,-76.99,11.53,66.29,-8.29,-15.19,84.99,5,-108.87,100.58,45.10146,-114.92013,1689.586172,4.516506195,347.5315113,0.614728451,0.567591667
"461","Mountain Alder","Spring","2018",0.662721796427695,187,0.21099483205611,36.4,142,253,111,144.05,111.3,92.96,74.93,28.44,23.2,-98.55,75.18,48.01,-100.32,-1.02,57.91,3.47,-60.16,196.33,25.65,-259.03,181.1,45.10146,-114.92013,1689.586172,4.516506195,347.5315113,0.614728451,0.567591667
"462","Mountain Alder","Spring","2017",0.6740634189016,199,0.199932183026963,40.8,149,234,85,153.81,117.84,82.8,25.74,35.73,32.83,-117.5,71.12,41.4,-90.32,-8.98,79.78,8.16,-6.95,144.27,32.01,-214.77,192.3,45.10146,-114.92013,1689.586172,4.516506195,347.5315113,0.614728451,0.567591667
"463","Nervous Grouse","Non-Spring","2017",0.572813346994607,157,0.18947361549253,40.8,116,214,98,-31.84,120.253333333333,76.2,10.29,9.15,6.11,-130.87,80.26,39.12,-100.88,-22.69,31.83,-2.71,-27.65,95.64,-19.29,-259.4,151.21,45.09855618,-114.8236318,1336.568911,5.59833622,342.271228,0.624074996,0.575458109
"464","Nervous Grouse","Non-Spring","2024",0.620487118110258,163,0.282078930687766,35.4,123,203,80,-219.1,112.6,22.61,13.24,-12.36,5.47,-118.82,31.37,20.32,-115.24,-63.27,20.52,-10.86,-12.08,23.49,-68.66,-246.14,72.21,45.09855618,-114.8236318,1336.568911,5.59833622,342.271228,0.624074996,0.575458109
"465","Nervous Grouse","Non-Spring","2019",0.536769565723698,174,0.140038282924167,37,127,210,84,-146.62,133.32,20.57,20.32,14.05,-1.78,-112.01,38.1,16.76,-82.41,-51,25.15,-3.71,-30.66,54.94,-56.49,-225.08,80.01,45.09855618,-114.8236318,1336.568911,5.59833622,342.271228,0.624074996,0.575458109
"466","Nervous Grouse","Non-Spring","2020",0.580319144177443,165,0.182901795960159,37.6,132,224,91,-36,133.2,24.38,12.7,31.4,-8.24,-120.06,70.61,48.51,-78.78,17.7,20.52,12.75,-67.49,68.48,22.21,-266.33,139.64,45.09855618,-114.8236318,1336.568911,5.59833622,342.271228,0.624074996,0.575458109
"467","Nervous Grouse","Non-Spring","2021",0.567564346852441,157,0.19674802205722,39,135,181,46,-300.25,127.186666666667,33.78,28.96,-2.43,-38.85,-97.43,26.92,26.67,-108.64,-87.57,2.73,-8.33,-76.06,60.31,-134.75,-282.13,56.32,45.09855618,-114.8236318,1336.568911,5.59833622,342.271228,0.624074996,0.575458109
"468","Nervous Grouse","Non-Spring","2018",0.5774325282558,152,0.202291974045234,36.6,127,208,82,-63.22,93.7066666666667,61.72,60.24,9.14,0.17,-111.31,43.43,35.56,-111.22,-6.85,37.4,-10.04,-71.46,131.1,-16.72,-293.99,116.39,45.09855618,-114.8236318,1336.568911,5.59833622,342.271228,0.624074996,0.575458109
"469","Nervous Grouse","Non-Spring","2023",0.643781762118095,161,0.193691410410117,42.7542857142857,134,218,85,-50.14,107.2,45.21,31.5,-18.13,-20.62,-33.49,13.97,16,-86.95,-3,50.8,-18.87,-26.56,58.58,-42.49,-147,80.77,45.09855618,-114.8236318,1336.568911,5.59833622,342.271228,0.624074996,0.575458109
"470","Nervous Grouse","Non-Spring","2022",0.59970440591928,180,0.224288734706458,40.8,136,207,71,-135.95,117.52,50.55,-1.43,1.02,16.94,-117.09,10.67,41.66,-93.33,-32.8,3.28,38.43,-53.85,50.14,22.57,-264.27,55.61,45.09855618,-114.8236318,1336.568911,5.59833622,342.271228,0.624074996,0.575458109
